departamento,municipio,proyectos,presupuesto_vigente,ejecutado_total,no_ejecutado,riesgo_fiscal_total,riesgo_fiscal_prom,n_no_iniciado,n_en_ejecucion,n_en_meseta,n_finalizado,ratio_ejec_agg,n_inconsistencia_estado_momento,presupuesto_inconsistencia_estado_momento,score_concentracion_baja_ejec
Suchitepéquez,Pueblo Nuevo,33,13107034.31,962472.27,12144562.04,143.44220293858493,4.346733422381361,27,4,2,0,0.07343173499329918,0,0.0,285.4819851353477
Suchitepéquez,Río Bravo,32,15685791.719999999,6027737.23,9658054.49,79.91519681809784,2.4973499005655575,25,3,4,0,0.38428007572702877,0,0.0,195.86709981862668
Suchitepéquez,Samayac,41,27372057.79,5285276.11,22086781.68,174.25739060318745,4.250180258614328,31,4,5,1,0.1930901998873794,1,1519000.0,326.1132298282231
Suchitepéquez,San Antonio Suchitepéquez,88,95290101.92,35707993.74,59582108.18,583.4430919971679,6.630035136331454,41,17,30,0,0.3747293057780371,0,0.0,569.7922081486374
Suchitepéquez,San Bernardino,51,29983502.8,1755950.03,28227552.77,180.3716250456141,3.536698530306159,45,2,4,0,0.058563872330487016,0,0.0,505.68688687602986
Suchitepéquez,San Francisco Zapotitlán,59,65111924.83,6752489.75,58359435.08,398.1936083233403,6.749044208870175,49,2,8,0,0.10370588440796367,0,0.0,593.4287627665921
Suchitepéquez,San Gabriel,29,12786494.0,3631361.92,9155132.08,85.41961294689507,2.94550389472052,21,3,5,0,0.2839998141789297,0,0.0,206.211376939085
Suchitepéquez,San José La Máquina,38,22265576.2,6683922.91,15581653.29,101.4200406775149,2.668948438881971,30,5,3,0,0.3001908798569516,0,0.0,253.37080586653124
Suchitepéquez,San José el Idolo,34,34593073.99,20451299.1,14141774.89,162.72520512238012,4.7860354447758855,6,21,7,0,0.5911963506311109,0,0.0,72.38419416413203
Suchitepéquez,San Juan Bautista,45,12017202.28,2896860.64,9120341.64,125.74534497869571,2.7943409995265713,37,1,7,0,0.24105948893122903,0,0.0,356.3174652280885
Suchitepéquez,San Lorenzo,32,37355009.09,18982023.65,18372985.44,186.3415699923716,5.823174062261613,8,18,6,0,0.5081520286681316,0,0.0,90.9040122313371
Suchitepéquez,San Miguel Panán,35,13276012.08,8868450.64,4407561.44,47.93552015881795,1.3695862902519416,23,8,4,0,0.668005616939752,0,0.0,98.0135230866767
Suchitepéquez,San Pablo Jocopilas,71,60090658.47,14989536.66,45101121.81,538.8749117634665,7.589787489626288,33,26,12,0,0.24944870037467573,0,0.0,408.6793070132076
Suchitepéquez,Santa Bárbara,46,50758663.269999996,20069238.21,30689425.06,298.84695663927124,6.49667297041894,17,7,22,0,0.3953854754457564,0,0.0,308.94996562662345
Suchitepéquez,Santo Domingo Suchitepéquez,36,19732342.59,5539229.47,14193113.12,140.05309473478164,3.8903637426328235,26,6,4,0,0.28071829002235055,0,0.0,239.23010391491727
Suchitepéquez,Santo Tomás la Unión,73,21286274.9,5909539.71,15376735.19,111.86636733786499,1.5324159909296573,65,2,6,0,0.2776220704544223,0,0.0,546.0715366105316
Suchitepéquez,Zunilito,37,18801737.1,10864598.76,7937138.34,90.51839919396211,2.4464432214584355,24,11,2,0,0.5778507965628346,0,0.0,120.2031094566746
Totonicapán,Momostenango,181,56366568.88,12010705.23,44355863.65,709.2928796983992,3.9187451917038634,144,8,22,7,0.21308207096248574,7,1496800.0,1474.6650099056803
Totonicapán,Multimunicipal - Totonicapán,1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,0,0.0,0.0
Totonicapán,San Andrés Xecul,94,66958229.230000004,19403350.16,47554879.07,372.7027846247766,3.964923240689113,77,6,7,4,0.28978290470242174,4,2157998.5999999996,675.7245501071123
Totonicapán,San Bartolo Aguas Calientes,150,36599307.41,7868467.24,28730840.17,428.9973666775131,2.859982444516754,117,4,27,2,0.21498951201054986,2,1109466.3,1268.7042010932112
Totonicapán,San Cristóbal Totonicapán,78,38334161.67,10537396.55,27796765.12,379.5799754009476,4.86640994103779,52,5,21,0,0.27488266577240633,0,0.0,620.4326882203857
Totonicapán,San Francisco El Alto,132,84580633.09,22501745.67,62078887.42,911.1578737881212,6.902711165061524,96,27,9,0,0.26603898372404583,0,0.0,881.5323964789154
Totonicapán,Santa Lucía La Reforma,62,70925138.0,11818719.06,59106418.94,349.44449568391155,5.636201543288896,42,8,12,0,0.16663653245200596,0,0.0,539.3207107398867
Totonicapán,Santa María Chiquimula,66,41683119.54,4948909.17,36734210.37,429.9774403235256,6.5148097018716005,38,5,23,0,0.1187269384972716,0,0.0,652.5162609912175
Totonicapán,Totonicapán,183,47040594.39,14811560.77,32229033.62,622.7342445853792,3.402919369319012,148,2,28,5,0.31486763639085047,5,7941431.63,1358.0582133435432
Zacapa,Cabañas,52,26089587.39,7723134.71,18366452.68,151.6322912318434,2.916005600612373,42,2,2,6,0.2960236432470464,6,3417105.39,334.2070754664769
Zacapa,Estanzuela,47,13443402.2,4187271.07,9256131.129999999,120.55446462609763,2.564988609065907,34,3,7,3,0.3114740604874561,3,844026.4,305.13953163077696
Zacapa,Gualán,74,99085766.09,53600058.29,45485707.800000004,373.8025810217453,5.051386230023585,49,13,8,4,0.54094609554025,4,1918249.54,311.0287900321223
Zacapa,Huité,56,25684394.7,5655866.31,20028528.39,190.4773067294134,3.401380477310954,43,2,11,0,0.22020633057784303,0,0.0,473.63547175740894
Zacapa,La Unión,62,40634019.45,14060080.1,26573939.35,385.4108831235682,6.216304566509165,23,6,27,6,0.346017457546893,6,3544902.4,417.06574534683557
Zacapa,Multimunicipal - Zacapa,1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,0,0.0,0.0
Zacapa,Río Hondo,87,48005589.63,13348869.9,34656719.73,313.6092741357416,3.604704300410823,49,6,21,11,0.27806907493243094,11,4331328.64,602.6811354419668
Zacapa,San Diego,41,22612267.25,7674108.25,14938159.0,94.0436193224708,2.29374681274319,21,1,6,13,0.3393780979658287,13,2832661.8,205.8403101281626
Zacapa,San Jorge,54,15851364.6,5409270.18,10442094.42,145.29325292315386,2.6906157948732194,43,4,5,2,0.3412494959582218,2,1120000.0,336.3751344413971
Zacapa,Teculután,70,21346431.45,8362815.47,12983615.98,144.30659233451416,2.061522747635917,51,5,10,4,0.39176644066191213,4,2262017.91,406.48568052948673
Zacapa,Usumatlán,50,33824931.75,20198844.39,13626087.36,257.82771799033065,5.156554359806613,12,26,7,5,0.5971584669938026,5,2352555.6,96.37845932160249
Zacapa,Zacapa,93,259299498.14,78868849.13,136930649.01,642.7918586917654,6.911740416040487,48,21,11,13,0.30416121009003044,13,10865042.55,520.359993347765
